Sentiment--|||--URL--|||--Text
1--|||--kinopoisk.ru/user/2177372/comment/2065406/--|||--Одной из самых громких премьер мая стал фильм «Малефисента», с участием прекрасной Анджелиной Джоли. Картина разбавила компанию из 2 блокбастеров, в лице «Годзиллы» и «Людей-Х», став еще одной весьма интересной весенней кинолентой. Эта сказка о Спящей красавице, но главная героиня здесь уже не Аврора, а волшебница, проклявшая ее. Картина является вольной интерпретацией вышеупомянутого произведения, но несмотря на это, она очень интересна, причем не только для детей... Самой яркой частью фильма, безусловно, является Анджелина Джоли, исполняющая главную роль. К слову, по словам создателей, если бы она не согласилась на участие в этой киноленте, картины бы просто не было. И правильно. Ибо Джоли в образе Малефисенты действительно великолепна. Гримеры и правда постарались на славу, ровно как и специалисты по визуальным эффектам. Но в плане актерской игры, Джоли не везде была столь великолепной: в нескольких сценах она явно недоигрывала. Однако в целом, в образе волшебницы актриса смотрелась очень впечатляюще. Что касаемо других участников фильма, то они явно меркнут в сравнении с Малефисентой. Например 3 феи, в исполнении Имелды Стонтон, Джуно Темпл и Лесли Мэнвилл, честно говоря не впечатлили. Без них картина много не потеряла бы. Аврора, сыгранная Эль Фаннинг, оставила впечатление типичной сказочный героини - добра, нежна, наивна и красива. По моему мнению, актриса отлично выполнила свою роль. Исполнитель роли короля в этом фильме, Шарлто Копли, так же неплохо продемонстрировал характерные черты для антагониста: алчность, хитрость и т. д. Диаваль, помощник Малефисенты был приятным украшением этой картины, а вот Принц Филипп, оказался на ряду с феями весьма невзрачным персонажем. Второй значимой частью картины является спецэффекты. Любая сказка должна быть яркой, красочной и, разумеется, волшебной. И «Малефисента» не исключение. Мир, подвластный колдунье выглядит невероятно красиво. Волшебные существа довольно разнообразны: различные гномы, живые деревья, водные существа и прочие создания. Все они проработаны до мельчайших деталей и смотрятся очень даже мило. Магия главной героини была показана очень сильной, иногда внушающей страх, а иногда радость. Также стоит отметить обилие красок в фильме. Цветовая гамма весьма обширна, особенно в сценах с волшебным лесом или проклятием Авроры. Отдельное слово нужно сказать о глазах Малефисенты. Уверен, над ними работали именно специалисты по компьютерной графике, и результат действительно радовал на протяжении всего фильма. Переливание цветов отлично передавало изменение настроения героини, что в очередной раз делает ее образ невероятно красивым. Ну, и наконец, нужно сказать пару слов о сценарии. Так как этот фильм является вольной интерпретацией известной сказки, то отличия имеют место, и довольно серьезные. Малефисента в картине далеко не злодейка, наоборот, она хочет добиться справедливости. В детстве, будучи феей, она влюбляется в человека, по имени Стефан. Они много времени проводили вместе, но через некоторое время, возлюбленный предает ее. И именно отсюда начинается путь колдуньи: сначала мщения, а потом искупления. На протяжении всей истории она дает нам проникнуться к ней симпатией, а также сочувствием, ведь жизнь у нее сложилась не сказать что удачно, и где-то в середине фильма уже твердо можно сказать, главная героиня вовсе не отрицательный персонаж. Так же сильно впечатлили отношения Малефисенты с Авророй, которые получили очень логичное и правильное для обеих героинь завершение в одной из финальных сцен, которое напрямую связанно с искуплением колдуньи. Если судить о сюжете в целом, то он довольно прост, как и должно быть в сказке, не лишенный морали, ну и с некоторыми неожиданными поворотами, что не может не радовать. Подведя итог, хочу сказать что я доволен этим фильмом. По моему мнению, это одна из лучших киносказок за последнее время. Красивая картинка и Анджелина Джоли явно справились со свей задачей, а мораль, которая весьма не обычная, по сути об относительности добра и зла, ну и разумеется о настоящей любви и своеобразном её проявлении, очень кстати смотрится в данной киноленте.
1--|||--kinopoisk.ru/user/1298903/comment/1115105/--|||--Я долго ожидал выхода Соломона Кейна, и вообще подобного готического экшен-фильма и наконец-то дождался. Если так поразмыслить, то с момента выхода Ван Хельсинга (который кстати ничего положительного кроме визуального ряда не имеет) и Другого мира 3 фильмов на подобную тематику не было. Не было вообще. Ведь надоедает смотреть на роботов, киборгов, суперменов и маньяков. Хочется чего-то необычного, стильного и мрачного. И таков Соломон Кейн. Сходства с ван Хельсингом почти нет, разве что плащ и шляпа да и ещё холодная, мрачная атмосфера. Спецэффекты в фильме присутствуют, особенно стоит вознаградить начало фильма: дьяволов жнец выглядел супер, респект создателям фильма! Вот таких бы персонажей побольше ужасно снимать, а не Рэмбо или Индиану Джонса. Весь в черном, с огненным мечом в руке, с замогильным голосом - такой вселяет чувство трепетного восхищения! Конечно, в остальных сценах недостаток средств и экономия на спецах по эффектам становится заметной, но во всяком случае видеоряд выглядит значительно лучше, чем в Другом мире 3. Концовка фильма начала радовать, как тут же и закончилась. Печально. Показали на демона громадного и все, господа, финита ля комедия, монстра сразу же убрали опять же из-за недостатка средств. Но мрачная готическая атмосфера и убедительная игра актеров с лихвой наверстывают то, что упустили при разработке спецэффектов. Соломон Кейн можно отнести к второсортным фэнтези, но второсортное - не означает плохое. Другой мир, Суррогаты, Викинги, Судный день - они тоже второсортные, потому что на их раскрутку не бросили кучу денег и поэтому они прошли в основном на ограниченных или закрытых показах. Но от этого фильмы хуже не становятся. И вообще Соломон Кейн даже лучше, чем Джона Хекс. Особенно приятно, что фильм снимался не в Голливуде, а в старой, доброй Европе. Просто берет гордость за земляков. Значит не только американцы горазды снимать классные фильмы! В общем, отбросьте манеру считать фильм по бюджету и кассовым сборам, и просто посмотрите отличное готическое фэнтези. Надеюсь на продолжение, которое перерастет в трилогию. А может и дальше... 
1--|||--kinopoisk.ru/user/344076/comment/301969/--|||--Вот оно! Могут ведь, когда хотят! Не каждый боевик способен привлечь моё внимание. Этот же привлёк и никак не может отодрать! Я была в восторге. Мы с моим другом (кстати, таким же ценителем кино, как и я) ходили на этот фильм три раза, и были очень огорчены, когда его перестали показывать, ведь мы пошли бы и ещё раз. Очень интересная оригинальная идея. Продуманые образы (чего только стоит принц Нуада!). Все герои кажутся персонажами какой-то волшебной сказки, а ведь в нашем мире так не хватает волшебства! Бог жизни - его жизнь и смерть, являются взрывом эмоций - положительных и отрицательных, но вторых всё равно меньше... нужно быть абсолютным сказочником, чтобы придуманные этим человеком герои умирали, даруя новую жизнь. И всё же жизнь остаётся такой, какая она есть. Человек остаётся человеком, завидующим, непонимающим, злым, неблагодарным... немудрено, что сказочный народ живёт под зёмлёй, скрытый от посторонних глаз. В общем, фильм произвёл на меня неизгладимое впечатление! 
1--|||--kinopoisk.ru/user/446510/comment/544398/--|||--Сей шедевр был мною замечен на одном из третьестепенных телеканалов и даже посмотрен за неимением ничего более пристойного для просмотра. Исходя из прямо-таки бредового сюжета, я поняла, что это дешёвенький триллер, ни на что особо не претендующий. Но всё-таки хочу сказать, что на деле получилось весьма интересное зрелище и вот почему. Атмосфера: нагнетание ужаса осуществлено весьма умело. Персонажи: весьма типичны, но прекрасно вписываются в повествование. Съёмки: весь потенциал места действия использован по полной. Все эти составляющие использованы очень умело, как и скромный бюджет. В итоге мы видим довольно качественный триллер, оставляющий приятное впечатление у неискушённого в жанре зрителя, которым я и являюсь. Если хотите посмотреть добротный малобюджетный триллер, то это именно то, что вам нужно!  за старание
1--|||--kinopoisk.ru/user/188460/comment/1449030/--|||--Николас Виндинг Рефн - молодое европейское сокровище мирового кинематографа. Окончательная слава к режиссеру пришла после апатичного американского союза с Гослингом в «Драйве», но громко и торжественно открылись перед Николасом двери в большое кино после биографического опуса о небезызвестном безбашенном Чарльзе Бронсоне - нет, не о том американском актере, а об индивиде, который взял себе громкозвучащий псевдоним и назвал все свои жизненные действия борьбой за свободу. Для российского зрителя будет полезна кое-какая информация о личности данного героя. Чарльз появился на свет в 1952-м году в семье Питерсонов, и назвали мальчика Майклом. Семья была вполне благополучной, но это не спасло дитя от мелкого хулиганства, драк, и в итоге в 22 года Питерсон совершает вооруженное ограбление почтового отделения. За те 26 евро в суде Майклу определили срок заключения - 7 лет. С этого началось бесконечное похождение могучего Чарльза Бронсона. Бесчисленное множество раз Бронсон, будучи заключенным, брал в заложники различных статусов людей - охранников, библиотекаря, заключенных, даже заместителя губернатора... Большинство его любимых трюков показаны в фильме Рефна. Несомненно, создатели картины должны были угадать с исполнителем главной роли - ведь «Бронсон» - театр одного актера, играющего безумного и очень известного в Королевстве брутального мужика. Можно сказать, что лучшего бы они никогда не нашли. Том, мать его, Харди сделал в сто раз больше, чем от него требовалось. Рефн, нарушая традиции обычных байопиков, вставил в монотонную реалистичную ленту открытым текстом Театральную постановку, пригласил Харди на сцену и сделал из Бронсона ту самую знаменитость, которой всегда хотел быть Майкл Питерсон. Все действия главного персонажа четко разыграны, как он пытается выбраться из толпы танцующих под Pet Shop boys психов, как исполняет свое соло в клетке, обмазывает тело маслом и называет себя самым веселым узником Британии. Что же говорить про бесподобную игру молодого английского дарования, если сам Бронсон после просмотра фильма Рефна заявил, что гордится Томом. Расстраивает лишь неверная трактовка звания Бронсона - он не самый опасный преступник в Англии, он не совершил ни одного убийства и вряд ли способен на это, он выпустил три замечательные книги, он прекрасно рисует и продает рисунки, отдавая деньги на благотворительность, он пишет поэмы и продолжает бороться за какую-то мнимую абстрактную свободу - он - самый ИЗВЕСТНЫЙ преступник в стране - этого он добивался, пока сидел больше 30 лет в одиночной камере в 120-ти разных тюрьмах.
1--|||--kinopoisk.ru/user/210021/comment/1616955/--|||--Не смотря на свою относительную лояльность со мнением большинства, в последнее время я очень часто наблюдаю одну свойственную мне особенность. Когда фильмы, которые многие критики и зрители считают настоящими шедеврами, а для меня выделяются в качестве вполне обычных лент. Вот и будучи такого рода «грешником», в моём списке рядом с трилогией «Властелина Колец» и «Звездными Войнами» соседствовала и данная лента Роланда Эммериха. Забавно, но ведь именно тут Роланд начал развивать своё кредо главного уничтожителя планеты Земля. Ведь именно тут за весь фильм уничтожается рекордное для того времени количество локаций и в том числе Белый Дом. Что можно было расценивать для того времени настоящей дерзостью, но и показателем определенного качества. Учитывая то, что фильм является блокбастером, сомнения в его зрелищности отпадают сразу. Практически весь фильм состоит из обилия различных взрывов, разрушений, погонь, полетов, перестрелок и прочих атрибутов экшн сцен, которых как я думал будет больше в скаченной мною режиссерской версии. Но ошибся. Ибо режиссерская версия не подарила мне ничего кроме большего количества тупой болтовни. Но это никак не сказывается на качестве визуальных эффектов. Возможно по нынешним меркам визуальные эффекты кажутся немного искусственными, но они не перестают впечатлять и искренне верить в природу происходящих на экране действий. В том числе и в роскошный дизайн пришельцев, который разработал гениальный Патрик Татополос. Аж дух местами захватывает. Вот только стоит признать, что за визуальными достоинствами ленты кроется немалое количество недостатков. Фильм получился очень и очень пафосным. Настолько, что я будучи ярым противником пафоса в кино, весь фильм пытался зарыться в песок. Отсюда я лично считаю, что критикам и зрителям, которые считают фильмы Майкла Бэя пафосней некуда, однозначно стоит посмотреть данный фильм и восхитится новым горизонтам. Ведь вся атмосфера фильма располагает в себе такой уровень пафоса, который превышает все допустимые границы. Взять хотя бы невероятно пафосную речь Президента США перед финальной битвой, от которой так и хочется расплакаться, да и пожать руки всем спасителям человечества в лице американцев, ей богу. Многие критики обвиняют фильм в том, что в фильме соседствуют довольно таки роскошные визуальные эффекты с довольно дебильным сценарием. С чем спорить не стану даже я. В другую совместную работу Роланда Эммериха и Дина Девлина в лице «Годзиллы» многие ругали именно за это. Отсюда я лично не удивлен, что их дует распался без права на воссоединение. Да и не удивительно, что даже Тим Бёртон изрядно постебал данный фильм в своей ленте «Марс Атакует». Так как с точки зрения сюжета, фильм просто сверх тупой. Казалось бы, ничего нового в сюжете нет. Снова пришельцы, снова уничтожение Земли, снова Американцы всех спасают и так далее. По аналогичному шаблону даже сейчас развивается чуть ли не каждый фильм. Тем не менее, местами сюжет буквально сплетен и достаточно тупых диалогов, да и достаточно невероятных событий. Взять хотя бы сама идея с заражением инопланетного компьютера вирусом через обычный лэптоп, мне лично показалась настолько дебильной, что я чуть не задохнулся от нехватки воздуха, когда мной охватил безумный смех. Не верится, что такой недочет не учла раса, которая во многом превосходит человеческую. Косяков, ляпов и недочетов в сценарии очень много, но их порой просто прощаешь. Ведь это фантастика, а значит ничего правдоподобного и не должно быть. Да и фильм является блокбастером. Так что, требовать от него интеллектуально насыщенный сценарий тоже нет смысла. Над сценариями блокбастером только Кристофер Нолан заморачивается. Ла и с пафосом создатели перегнули палку. Весь фильм один сплошной пафос и оды в адрес США. Что и выливается в финальный поворот сюжета, где всех спасает американский алкоголик пилот пожертвовав собой. Серьезно воспринимать такое сложно как ни крути. Точно так же как и то, что бравый Президент США решил сам сесть за штурвал штурмовика и возглавить свой народ. Глупо и не достоверно. Единственным достоинством сюжета пожалуй можно считать то, что сюжет параллельно развивается сразу от лица нескольких персонажей. Будь это Президент США, или же танцовщица экзотических танцев с маленьким ребенком и собакой под боком. Однозначно главным достоинством ленты становится «Сокровище Нации» Уилл Смит и любимый мною еще со времен ленты «Земные Девушки Легко Доступны» Джефф Голдблум. Оба актера обладают уникальной харизмой, яркой внешностью, немалым количеством острых шуточек в запасе и этим они тянут фильм на себе. Собственно и отыгрывают свои роли так естественно, что остальные актеры уходят на второй план в качестве мебели и фильму хочется поставить оценку выше, чем она заслуживает. Билл Пуллман в образе Президента США меня не впечатлил. Роль явно не его. Да и его талант я давно держу под огромным сомнением. Пуллман обладает настолько не харизматичной и не эмоциональной внешностью, что за весь фильм на его лице нет ни одной эмоции. Что явно оставляет горький осадок от его игры. Единственное хочу выделить лишь Джадда Хёрша, Рэнди Куэйда и Вивику Фокс. Первым двум актерам конечно же достались дебильные роли, но именно они весь фильм отыгрывали очень смешные шутки. Что же до Вивики Фокс, то однозначно подкупает её привлекательная внешность. Музыка композитора ленты Дэвида Арнольда получилась достаточно необычной. Казалось бы, оркестр отрабатывает музыку на полную катушку. Музыка не обделена ни динамикой, ни зрелищными моментами и даже военные мотивы есть. Но тем не менее, она мне лично показалась слишком грузной и слишком пафосной. Хотя на фоне ленты смотрелась хорошо.  Безумно зрелищный, но абсолютно тупой блокбастер моего детства. Как ни странно, при всех недостатках лента однозначно располагает к себе. Ты смотришь её с легкостью, удовольствием, увлечением и просто наслаждаешься увиденному. Так как настолько легкое и приятное для восприятия кино снимали в последний раз лишь в 90-ых. Удивительно, что после такого оглушительного кассового успеха ленты, продолжение так и не вышло. Да и наверное не выйдет не смотря на обещания Роланда Эммериха и Дина Девлина. Так что, надо довольствоваться тем, что мы имеем и пересматривать фильм снова и снова.
1--|||--kinopoisk.ru/user/12549/comment/33076/--|||--Ума не приложу, как Жан-Пьер Жёне умудрился снять настолько совершенное кино. Всё-таки, бывает талант от рождения. И это именно он. Здесь просто нет никаких недостатков, ни малейшего самого ничтожного изъяна. 
1--|||--kinopoisk.ru/user/1453260/comment/1588703/--|||--«Анна и король» - потрясающий по своей красоте фильм о короле далекого Сиама и простой английской учительнице. Джуди Фостер и Чоу Юнь-Фат просто великолепные актеры. Всегда правильная учительница, вдова и мать, поражает своей смелостью и взглядами, отчаянностью и умением сопереживать. Мудрый и решительный король Сиама, в чьей власти все люди и земли, никогда раньше не сталкивающийся с неповиновением. Им веришь, в них влюбляешься, им переживаешь каждую секунду фильма! «Анна и король» - это фильм о любви, возвышенной и красивой, но все же обреченной! Между героями постоянно существует напряжение, или, как говорят, химия. В фильме нет ни поцелуев, ни объятий, но мы чувствуем желание этих людей быть ближе друг к другу, слышим слова и видим проникновенные взгляды, в которых можно прочесть все. Если в фильмах о современной жизни постельные сцены являются самыми эротичными моментами, то в фильме «Анна и король» такой сценой можно считать танец - первый танец, на балу, когда впервые король и учительница оказались так близко друг к другу, и второй танец-прощание, нежный и сокровенный. Эти сцены настолько трогательны и пронизаны любовью, настолько красивы и чисты, что просто не могут оставить равнодушными зрителей. Конечно, фильм повествует не только о любви, но и о тех временах, когда европейские страны усиливали свое колониальное влияние, подчиняя себе все новые и новые земли и продвигая вперед единственную, по их мнению, правильную идеологию, уничтожая другие культуры и народы. Отдельно стоит отметить работу всей съемочной команды - хорошо показаны природа и архитектура, красивые костюмы, прически, великолепная музыка, каждая деталь продумана до мелочей. Великолепный фильм! Всем любителям красивого кино обязательно понравится! Смотрите, не пожалеете! 
1--|||--kinopoisk.ru/user/1214174/comment/949578/--|||--Фильм, откровенно слаб! Джеки Чан на протяжении всего фильма почти не улыбается, такое ощущение, что он постоянно пьян. Боевая сцена с его участием всего одна, в ней он избивает группу подростков лет двенадцати. Странно видеть, как взрослый мужик со всей силы лупит детей. А ещё он носит жидкие, отвратительные усы. Главный герой - маленький мальчик дистрофичного телосложения, больше похожий на паука, с неблагозвучным именем - Дре. Его подружка - девочка-дурнушка, причёска которой только подчёркивает ущербность её генома. По ходу фильма девочка один раз исполняет танец, больше похожий на кривляние мартышки. По сюжету, мама Дре одинокая темнокожая женщина, непонятно за чем приехавшая в Пекин на постоянное место жительства. Для этой роли нужно было выбрать актрису по проще. С трудом верится, что сексуальная брюнетка с роскошной грудью и обалденной задницей, общительная и приветливая, может быть одинокой! Весь фильм хочется зевать, и выключить телевизор, так как на экране не происходит ни чего интересного. Апофеозом картины становиться турнир по боевым искусствам среди детей. Правилами турнира разрешены прямые удары ногами в туловище и голову, после которых противник уже не может подняться с татами, а если начинает шевелиться, то его добивают уже лежачим. После всего этого тупизма, уже не удивляет, а веселит сцена, в которой покалеченный Дре просит Джеки Чана поставить ему свечку (куда?). Фильм изумляет своей бестолковостью и натянутостью. В названии фильма присутствует слово «каратэ», но ведь Джеки Чан не владеет каратэ. В фильме идёт речь о Кунг-фу, которое, как небо и земля отличается от каратэ. Достаточно лишь вспомнить, что каратэ - это японское боевое искусство, а действие фильма происходит в Китае, где всё японское, мягко говоря, не уважают. К просмотру не рекомендуется тем, кто не хочет разочаровываться в Джеки Чане. Да и остальным, сомневаюсь, что понравиться.
-1--|||--kinopoisk.ru/user/659424/comment/910306/--|||--Меня никаким лассо не удалось бы затащить в кинотеатр на этот фильм, безумно вожделенный для глаз половины населения земного шара. Но ввиду дня рождения моей подруги, а по совместительству вздыхательницы Р. Паттинсона и почитательницы Майерианы, отказаться не представлялось возможным. Не секрет, что писать рецензии на понравившиеся тебе фильмы куда более легче и приятнее. Безудержный каскад мыслей стремительным потоком выливается в множество виртуальных строк. Порой такие рецензии пишутся на одном дыхании и за считанные минуты. Гораздо сложнее и ответственнее давать отрицательную характеристику фильму. Здесь каждую мысль нужно снабдить поясняющим комментарием, дабы это не походило на злостное критиканство и грязеполивание. Если рецензируя «Cумерки» я низвергнулась на них кислотным дождем, то к выходу «Затмения» пролился свет на доселе теневую для меня сторону всей этой кухни. Негодуя по поводу якобы бесталанной игры К. Стюарт и Р. Паттинсона, некомпетентный зритель просто не догадывается, что актеры в образе лимфатичной Беллы Свон и покойницки-бледного Эдварда Каллена воссоздают на экране тщательно прописанных бездарной рукой Майер персонажей её одноименной саги. Это есть не что иное, как их работа, и ожидать от них чего-либо грандиозного было бы верхом самообмана. Поэтому все острые шишки в сторону актерской игры должны градом сыпаться на голову, так сказать, виновницы торжества- Стефани Майер. Сия гангстерша пера, оплодотворенная идеей написать подростковую сагу о вечной и непобедимой любви, пошла окольным путем. Мне хватило и нескольких страниц из одной её книги, чтобы понять с каким тонким мастерским расчетом и дальним прицелом она фабриковала свои романы. Каждая строка, порожденная ее воспаленной фантазией, прописана сценарным слогом. Майер предварительно зондировала почву и нащупав нужные участки тут же принялась рыть яму, в которую угодили зеленые подростковые умы. Эта бумагомарательница заранее составила своим творениям на редкость удачный прогноз. Режиссеры, усмотрев в её романах полную готовность к экранизации, согласились поставить ряд фильмов, сулящих углубить их карманы. И, как мы можем понять, игра стоила свеч. Майер скоро заработает звезду на аллее славы и откроет солидный счет в банке. Пандемия сумеркомании с каждым днем набирает все большие обороты и захватывает в свои клещи новых жертв. До отказа набитые кинотеатры, книги Майер в руках молодой поросли, тетради с изображениями заглавных героев... все свидетельствует о доминирующем и, к сожалению, паразитирующем влиянии мыслей Майер в мозгах подростков. И никаким пудовым молотом не сломить мое железнобетонное неприятие сего покушения на литературу со стороны Майер. Смело и обоими руками я подписываюсь под словами плодовитого писателя Стивена Кинга о том, что Майер- бездарность, и в её книгах просто «найдена удачная и безопасная комбинация любви и секса, описания которых годятся для девочек, еще не знакомых ни с чувствами, ни с чувственностью». Ну, Майер, на-ка, выкуси! Очередная ступень киносаги- «Затмение», уж что, что, а по-настоящему затмила сумеречной пеленой сознание тинейджеров. Многие, еще не посмотрев фильм, отметили его золотой пробой... не обошлось и без расхоложенных, в число которых вошла и моя спутница. Проведя параллель между тремя фильмами из серии «Cумерек», она пришла к выводу, что «Затмение» изрядно хромает в противность предшедствующим частям. По её уж точно компетентному суждению (она залпом прочла всю лубочную писанину Майер), хотя слегка отдающему субъективностью, третья по счету экранизация этой саги теряет в цене по причине своей «резиновой» затяжности и размытости сюжета. Что же касательно меня, так я стою на нейтральной полосе. Я ведь шла в кинотеатр, связанная дружеским долгом, поэтому никаких скоропалительных выводов в отношени фильма не задумывала. Ну зачем заранее в собственных мыслях поднимать планку актерской игре, а потом разбиваться в разочарованиях. Прямая ответственность за фильм лежит на нескольких сотнях страниц пресной воды Стефани Майер. «Затмение» -это лишь проецирование картин образных в картины экранные. Актерская игра явно не фонтанирует харизмой. Хотя К. Стюарт немного и выросла в моих глазах. Наверное, это заслуга интервью с её участием, прочитав которое, я убедилась, что она личность относительно разноликая. К тому же в её перспективы входит сняться в сложном психологическом триллере, где заглавная героиня будет наделена сложными для актерского выражения качествами. Может здесь ей все таки удастся показать высокопробное(если оно таковым является) качество своего таланта. Р. Патинсона как подающего надежды актера мне открыл фильм «Помни меня». В «Затмении» же его действия ограничивались скупостью сценарного слога, почерпнутого из одноименого романа. Джейкоб в «Затмении», как, впрочем, и в остальных частях, выступал в качестве незримой железной стены, пытающейся преградить путь Беллы к неотвратимой ошибке. Его собачья мордочка, жадная до поцелуев своей упертой подруги, меня немного раздражала. Всю пресность актерского действа разбавлял терпкий запах хвойи густого леса, где и сосредотачивалась событийность фильма Вот уж точно было чем глазу зацепиться. Создатели фильма явно пересолили по части неуместных поцелуев, обниманий и покушений на секс, которыми было пересыпано «Затмение». Суммируя все вышеизложенное, могу сказать, что этому фильму самое место находиться на задворках кинематографа. Это мое персональное и, конечно же, находящееся в плену предвзятости мнение. Каждый волен выражать свое отношение независимо. P. S. Когда я, сидя в автобусе, оглядываюсь на соседнюю девочку с книгой в руках и в ответ на вопрос: «Что ты читаешь?» слышу: «Сумерки» Стефани Майер.» - меня немного коробит. И по ходу написания рецензии я не раз пускала в оборот слово «сага». И крайне неприемлемо употреблять его, описывая такие третьесортные фильмы. Ведь по определению: «Сага - нечто легендарное и поэтическое (высок.). »
